TemplateType=shoes	Version=2017.0223	Le prime 3 righe sono destinate a uso esclusivo di Amazon.com. Non modificare, né cancellarle prime 3 righe.								Offerta-Informazioni sull'offerta - Attributi obbligatori per rendere il prodotto acquistabile dai clienti sul sito.												Dimensioni-Dimensioni del prodotto - Attributi che specificano le dimensioni e il peso di un prodotto.								Scoperta-Informazioni sulla scoperta del prodotto - Questi attributi influiscono sulla modalit? in cui il cliente pu? trovare i prodotti sul sito mediante navigazione o ricerca.		"Immagini-Informazioni sull'immagine. Si veda la scheda ""Istruzioni per l'immagine"", per maggiori dettagli."										Metodo di gestione-utilizza queste colonne per fornire informazioni riguardanti il metodo di  gestione delle offerte (tramite Logistica di Amazon o auto-gestite dal venditore stesso).							Varianti-Informazioni varianti - Popolare questi attributi se il prodotto ? disponibile in diverse varianti (Per esempio: colore o wattaggio).				Conformit?-Informazioni di conformit? - Attributi utilizzati per conformit? alle leggi a tutela del consumatore nel Paese o nella regione in cui ? venduto l'articolo.	Non raggruppati - Questi attributi di creare elenchi di prodotti ricche per i vostri acquirenti.																			
SKU venditore	Codice prodotto standard	Tipo codice prodotto	Titolo articolo	Marca	Descrizione articolo	Tipo di prodotto	Aggiornamento - Eliminazione	Codice articolo del produttore	Numero di modello	Prezzo articolo	Quantit?	Prezzo scontato	Data inizio sconto	Data fine sconto	Quantit? prodotti per ordine	Disponibilit? messaggio auguri	Disponibilit? confezione regalo	Produzione interrotta	Tempo di evasione ordine	Gruppo Spedizione venditore	Codice fiscale prodotto	Unit? di misura peso di spedizione	Peso di spedizione	Lunghezza articolo	Altezza articolo	Larghezza articolo	Unit? di misura dimensioni del prodotto	Peso articolo	Unit? di misura del peso dell'articolo	Browse node raccomandato	Termini di ricerca	URL immagine principale	URL altre immagini1	URL altre immagini2	URL altre immagini3	URL altre immagini4	URL altre immagini5	URL altre immagini6	URL altre immagini7	URL altre immagini8	URL immagine campione	Altezza pacco	Larghezza pacco	Lunghezza pacco	Unit? di misura dimensioni collo	Peso pacco	Unit? di misura peso collo	Numero centro di distribuzione	Parentela	"SKU ""parent"""	Tipo di relazione	Tema variante	Paese di origine	Genere	Anno del modello	Nome modello	Stile	Colore	Mappatura colore	Taglia	Materiale esterno	Collezione	Stagione	Larghezza Scarpa	Mappatura taglia	Composizione materiale	Materiale interno	Materiale suola	Tipo di tacco	Tipo di chiusura	Tipo di sport	Altezza tacco	Unit? di misura dimensioni scarpa
fines-ToteBag-BGE-BPHM			Too School For Cool Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHM	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, nerd, life, summer, vacation, sadscience, chemistry, physics, good, gradeslove, books, glasses, learning	http://79.98.29.171/media/generated_images/253517.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHL			If You Need Me I Will Be In Space Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHL	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, astronaut, space, galaxy, starsmoon, planet, earth, venera, mars, plutonhappy, good, life, high	http://79.98.29.171/media/generated_images/253527.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHK			You Are Pointless That's How I Roll Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHK	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, mad, roll, angry, triangle, circlegeometric, figures, friends, black, white, smile, sad, emotional	http://79.98.29.171/media/generated_images/253537.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHJ			I'm Not A Princess, I'm Khaleesi Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHJ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, game, thrones, westeros, khaleesi, dragon, aryasansa, stark, winter, is, coming, valar, morghulisimp, jon, snow, whitewalker, cersei, khal, rap	http://79.98.29.171/media/generated_images/253547.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHI			Equally Handsome, Equally Smart Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHI	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, the, office, Michael, Scott, tv, seriesjoke, laugh, funny, negative, bad, thingsepisode, series, awkward, life, parks, recreation	http://79.98.29.171/media/generated_images/253557.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHH			I Have Very Little Patience For Stupidity Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHH	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, the, office, Michael, Scott, tv, seriesjoke, laugh, funny, negative, bad, thingsepisode, series, awkward, life, parks, recreation	http://79.98.29.171/media/generated_images/253567.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHG			Meowsome - Awesome Crazy Cat In Pink Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHG	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, animal, pet, fluffy, cute, love, hug, pawkitten, soft, warm, ball, of, fur, lady, introvertnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253577.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHF			Lot's Of Love - Cute Bunny With Ballon Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHF	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, animal, pet, fluffy, cute, love, hug, pawlove, nature, rest, sleep, bed, home, findnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253587.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHE			LFAH - Looking Fly As Hell Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHE	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, morning, sleep, tired, energy, coffee, cozy, workanxiety, joke, home, alone, silence, collegenerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253597.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHD			Sweet Irony, Iron Machine With Candy Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHD	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, food, cake, sweet, heart, love, life, dessertbeautiful, gift, present, compliment, friendnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253607.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHC			Little Cuties Face Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHC	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, animal, pet, fluffy, cute, love, hug, pawfamily, love, hug, cuddle, cute, youngnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253617.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHB			I Didn't Choose The Donut Life. The Donut Life Chose Me Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHB	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, thug, rap, gangster, street, life, crime, gangstadohnut, don't, doh, pun, whatever, worrynerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253627.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPHA			Every Day Is Leg Day When You Are Running From Your Problems Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPHA	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, sport, work, out, hard, lift, muscle, basketballanxiety, joke, home, alone, silence, collegenerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253637.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGZ			I Laugh At Dad Jokes Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGZ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, family, love, relationship, best, friend, 4everbeautiful, gift, present, compliment, friendnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253647.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGY			"Today I'll Be As Useless As ""G"" In Lasagna Sacchetto di cotone tela di canapa"	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGY	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, food, cake, sweet, heart, love, life, dessertanxiety, joke, home, alone, silence, collegenerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253657.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGX			You Are Lovely Ladybird Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGX	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, family, love, relationship, best, friend, 4evergift, birthday, present, celebrate, energy, lifenerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253667.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGW			Hello - Super Cute Hedgehog With Tasty Apples Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGW	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, food, cake, sweet, heart, love, life, dessertanimal, pet, fluffy, cute, love, hug, pawnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253677.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGV			I Don't Wear Skinny Jeans Because My Nut's Wont FIt Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGV	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, style, fashion, smart, ass, good, bad, new, funnysquirrel, animal, balls, joke, clothes, impress nerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253687.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGU			My Daddy Rocks Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGU	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, I, love, my, daddy, he, is, thoughsmart, strong, rich, the, rock, safehug, me, give, milk, cookies, money	http://79.98.29.171/media/generated_images/253697.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGT			Let's Play Rock Paper Scissors Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGT	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, The, rock, actor, paper, scissorsgame, of, the, all, times, best, all, starwin, rule, champion, best, do, what, I, want	http://79.98.29.171/media/generated_images/253707.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGS			I Need Some Time To Reflect Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGS	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, slow, motion, nerd, thinking, glasslag, cool, mirror, wall, gleamsloth, turtle, way, of, thinking	http://79.98.29.171/media/generated_images/253717.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGR			Yummy In My Tummy Cute pink Rabbit With Carrots Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGR	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, food, cake, sweet, heart, love, life, dessertanimal, pet, fluffy, cute, love, hug, pawnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253727.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGQ			Your World - My World Football Design  Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGQ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, soccer, ball, play, game, fun, planet, teamplayer, win, loose, life, style, run, fit, sexynerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253737.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGP			Rosses Are Read I Am Going To Bed Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGP	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, sleep, nap, need, tired, person, peoplehard, life, goodlife, feel, paintwant, to, rest, and, earn, money	http://79.98.29.171/media/generated_images/253747.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGO			Mama's Reason For Coffee Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGO	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, baby, gas, oil, energy, for, kidscry, no, sleep, nightlife, party, kidneed, to, get, milk, hugs, money	http://79.98.29.171/media/generated_images/253757.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGN			You And Me Like Ugly Snake And Beautiful Butterfly Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGN	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, style, fashion, smart, ass, good, bad, new, funnyanimal, pet, fluffy, cute, love, hug, pawnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253767.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGM			IVocado. Not Yet. Not Yet. Eat Now. Too Late. Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGM	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, avocado, food, diet, tasty, guacamole, greentrend, rotten, good, soft, ripe, burrito, taconerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253777.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGL			I'm The Rainbow Baby Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGL	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, love, hippy, baby, kid, peacehappy, nature, flowers, colorful, personalityneed, to, get, milk, hugs, money	http://79.98.29.171/media/generated_images/253787.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGK			Come To The Introvert Side, We Have Cats Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGK	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, animal, pet, fluffy, cute, love, hug, pawkitten, soft, warm, ball, of, fur, lady, introvertnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253797.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGJ			Imagine Unicorns Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGJ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, horse, magic, dope, rainbow, ride, dreammusic, band, fan, love, dragon, song, spellnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253807.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BPGI			Racooning All the Tasty Thing Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BPGI	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, animal, theft, racoon, play, gamejail, rules, criminal, professionalanimal, gta, steal, gang, bang	http://79.98.29.171/media/generated_images/253817.png																					Lituania					Beige	Beige	one size					one size								
